vehicle_no,timestamp,camera_id
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:00:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-21 09:20:00,002
,2024-09-28 09:20:00,002
,2024-09-28 09:20:00,002
,2024-09-28 09:20:00,002
,2024-09-28 09:20:00,002
,2024-10-12 09:00:00,002
,2024-10-12 09:00:00,002
,2024-10-12 09:00:00,002
,2024-10-12 09:00:00,002
,2024-10-12 09:00:00,002
,2024-10-12 09:00:00,002
,2024-10-12 09:00:00,002
,2024-10-12 09:00:00,002
,2024-10-12 09:20:00,002
,2024-10-12 09:20:00,002
,2024-10-12 09:20:00,002
,2024-10-12 09:20:00,002
,2024-10-12 09:20:00,002
,2024-10-12 09:20:00,002
,2024-10-12 09:20:00,002
,2024-10-12 09:20:00,002
,2024-10-12 09:20:00,002
,2024-10-12 09:20:00,002
,2024-10-12 09:20:00,002
,2024-10-19 09:20:00,002
,2024-10-19 09:20:00,002
,2024-10-19 09:20:00,002
,2024-11-02 09:00:00,002
,2024-11-02 09:00:00,002
,2024-11-02 09:00:00,002
,2024-11-02 09:20:00,002
,2024-11-02 09:20:00,002
,2024-11-02 09:20:00,002
,2024-11-09 09:00:00,002
,2024-11-09 09:20:00,002
,2024-11-09 09:20:00,002
,2024-11-09 09:20:00,002
,2024-11-09 09:20:00,002
,2024-11-09 09:20:00,002
