vehicle_no,timestamp,camera_id
MHGB7206,2024-09-14 16:00:00,002
MHVT1106,2024-09-14 16:00:00,002
MHFL8258,2024-09-14 16:00:00,002
MHQI6916,2024-09-14 16:00:00,002
MHZA0097,2024-09-14 16:00:00,002
MHLI7886,2024-09-14 16:20:00,002
MHCW7984,2024-09-14 16:20:00,002
MHNA3611,2024-09-14 16:20:00,002
MHNG2760,2024-09-14 16:20:00,002
MHEW6419,2024-09-14 16:20:00,002
MHCF2742,2024-09-14 16:20:00,002
MHKB5385,2024-09-14 16:40:00,002
MHRI2239,2024-09-14 16:40:00,002
MHPE9279,2024-09-14 16:40:00,002
MHIK7879,2024-09-14 16:40:00,002
MHWK7061,2024-09-14 16:40:00,002
MHGY0974,2024-09-14 17:00:00,002
MHHB7019,2024-09-14 17:00:00,002
MHHD7502,2024-09-14 17:00:00,002
MHEX2269,2024-09-14 17:00:00,002
MHDX8289,2024-09-14 17:00:00,002
MHUO5820,2024-09-14 17:00:00,002
MHUU0691,2024-09-14 17:00:00,002
MHCX7514,2024-09-14 17:00:00,002
MHIN8975,2024-09-14 17:00:00,002
MHPL3698,2024-09-14 17:00:00,002
MHSQ9648,2024-09-14 17:20:00,002
MHTU4478,2024-09-14 17:20:00,002
XHMN5782,2024-09-14 17:20:00,002
MHYD5614,2024-09-14 17:20:00,002
MHTC5987,2024-09-14 17:40:00,002
MHGL5962,2024-09-14 17:40:00,002
MHBA0183,2024-09-14 17:40:00,002
MHVT9967,2024-09-14 17:40:00,002
MHXG1212,2024-09-14 17:40:00,002
MHEX5551,2024-09-14 17:40:00,002
MHNN5265,2024-09-14 17:40:00,002
MHZT7391,2024-09-14 17:40:00,002
MHMR6774,2024-09-14 17:40:00,002
MHHK2989,2024-09-14 18:00:00,002
MHUB5222,2024-09-14 18:00:00,002
MHSZ6440,2024-09-14 18:00:00,002
MHND3173,2024-09-14 18:00:00,002
MHNC4208,2024-09-14 18:00:00,002
MHHE2099,2024-09-14 18:00:00,002
MHTH7490,2024-09-14 18:00:00,002
MHYH2008,2024-09-14 18:00:00,002
MHBF2131,2024-09-14 18:00:00,002
MHKN2227,2024-09-14 18:00:00,002
MHQD0361,2024-09-14 18:00:00,002
MHDE6657,2024-09-14 18:00:00,002
MHEV9677,2024-09-14 18:20:00,002
MHJE5419,2024-09-14 18:20:00,002
MHNU5805,2024-09-14 18:20:00,002
MHWI0405,2024-09-14 18:20:00,002
MHYM3613,2024-09-14 18:20:00,002
MHDT7185,2024-09-14 18:40:00,002
MHXS5573,2024-09-14 18:40:00,002
MHBE9673,2024-09-14 18:40:00,002
MHMI0593,2024-09-14 18:40:00,002
MHLN4288,2024-09-14 18:40:00,002
MHKP2844,2024-09-14 18:40:00,002
MHHK6075,2024-09-14 18:40:00,002
MHAV1489,2024-09-14 19:00:00,002
MHLI4151,2024-09-21 10:40:00,002
MHKX7183,2024-09-21 10:40:00,002
MHKL0348,2024-09-21 10:40:00,002
MHJX1116,2024-09-21 10:40:00,002
MHHP1808,2024-09-21 11:00:00,002
MHFD1443,2024-09-21 11:00:00,002
MHNB2071,2024-09-21 11:20:00,002
MHJO4356,2024-09-21 11:20:00,002
MHAV5142,2024-09-21 11:20:00,002
MHBO4205,2024-09-21 11:20:00,002
MHUM1061,2024-09-21 11:20:00,002
MHQX9269,2024-09-21 11:40:00,002
MHJS4040,2024-09-21 11:40:00,002
MHIJ9735,2024-09-21 11:40:00,002
MHHL9222,2024-09-21 11:40:00,002
MHSU8489,2024-09-21 11:40:00,002
MHIA5925,2024-09-21 11:40:00,002
MHXB8718,2024-09-21 12:00:00,002
MHBI8397,2024-09-21 12:00:00,002
MHHN9871,2024-09-21 12:00:00,002
MHZJ4545,2024-09-21 12:20:00,002
MHKG9883,2024-09-21 12:20:00,002
MHIV1303,2024-09-21 12:20:00,002
MHLJ8764,2024-09-21 12:20:00,002
MHJR9851,2024-09-21 12:40:00,002
MHJJ1312,2024-09-21 12:40:00,002
MHBU0814,2024-09-21 12:40:00,002
MHLZ7357,2024-09-21 12:40:00,002
MHPB9269,2024-09-21 12:40:00,002
MHXR6074,2024-09-21 12:40:00,002
MHNZ4998,2024-09-21 12:40:00,002
MHJM6693,2024-09-21 13:00:00,002
MHLB1477,2024-09-21 13:00:00,002
MHGS8930,2024-09-21 13:00:00,002
MHCB1274,2024-09-21 13:20:00,002
MHWO9563,2024-09-21 13:20:00,002
MHDM2738,2024-09-21 13:20:00,002
MHPE1400,2024-09-28 13:20:00,002
MHUG3432,2024-09-28 13:20:00,002
MHYKH490,2024-09-28 13:20:00,002
MHPL6438,2024-09-28 13:20:00,002
MHLX7189,2024-09-28 13:20:00,002
MHOA5858,2024-09-28 13:40:00,002
MHCZ3445,2024-09-28 13:40:00,002
MHUD4963,2024-09-28 14:00:00,002
MHFH2505,2024-09-28 14:00:00,002
MHWG4108,2024-09-28 14:00:00,002
MHPH6142,2024-09-28 14:00:00,002
MHOK1245,2024-09-28 14:20:00,002
MHND0631,2024-09-28 14:20:00,002
MHKX9089,2024-09-28 14:20:00,002
MHEO2336,2024-09-28 14:20:00,002
MHHJ5466,2024-09-28 14:20:00,002
MHHE4408,2024-09-28 14:40:00,002
MHZG1408,2024-09-28 14:40:00,002
MHQW3023,2024-09-28 14:40:00,002
MHSC9475,2024-09-28 14:40:00,002
MHTA1147,2024-09-28 14:40:00,002
MHMQ4786,2024-09-28 15:00:00,002
MHSA7206,2024-09-28 15:20:00,002
MHPJ8931,2024-09-28 15:20:00,002
MHWK6820,2024-09-28 15:20:00,002
MHZF2942,2024-09-28 15:20:00,002
MHSG8196,2024-09-28 15:20:00,002
MHJL7185,2024-09-28 15:40:00,002
MHZT0539,2024-09-28 15:40:00,002
MHQB2206,2024-09-28 15:40:00,002
MHQM8447,2024-09-28 15:40:00,002
MHZW1668,2024-09-28 15:40:00,002
MHDC6371,2024-09-28 15:40:00,002
MHUU8434,2024-09-28 15:40:00,002
MHIF2796,2024-09-28 15:40:00,002
MHJI2651,2024-09-28 15:40:00,002
MHUX6353,2024-09-28 16:00:00,002
MHWE1826,2024-09-28 16:00:00,002
MHLP7677,2024-10-05 15:20:00,002
MHWQ1885,2024-10-05 15:20:00,002
MHYM3538,2024-10-05 15:20:00,002
MHZI5530,2024-10-05 15:20:00,002
MHTG4589,2024-10-05 15:40:00,002
MHOY4069,2024-10-05 15:40:00,002
MHMK6014,2024-10-05 15:40:00,002
MHDI4186,2024-10-05 15:40:00,002
MHYU4782,2024-10-05 16:00:00,002
MHDR4634,2024-10-05 16:00:00,002
MHAT7886,2024-10-05 16:00:00,002
MHEV5498,2024-10-05 16:00:00,002
MHWR9742,2024-10-05 16:00:00,002
MHSN8506,2024-10-05 16:00:00,002
MHVS6359,2024-10-05 16:00:00,002
MHPN5965,2024-10-05 16:00:00,002
